Section,Setting or token,Candidate kind,Trace verdict,Disposition,Root cause,Why,Trace detail
interactive-content-pricing-data-table,cell_padding,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-pricing-data-table,hide_cta_if_no_url,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `row_dividers`
interactive-content-pricing-data-table,highlight_style,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `heading != blank`
interactive-content-pricing-data-table,mobile_pricing_layout,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `row_dividers`
interactive-content-pricing-data-table,row_dividers,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
interactive-content-pricing-data-table,show_cta,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `row_dividers`
interactive-content-pricing-data-table,show_heading_row,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-blog-collection,articles_per_page,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `show_title`
main-blog-collection,auxiliary_content_position,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-blog-collection,show_description,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `show_title`
main-blog-single,show_prev_next_navigation,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-blog-single,wide_banner_content,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `section.settings.show_featured_image and article.image != blank`
main-cart,show_continue_shopping,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `section.settings.show_rewards_progress_bar and section.settings.rewards_progress`
main-collection-classic,apply_bg_hover,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-classic,apply_text_hover,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-classic,badge_sale_bg,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-classic,badge_sale_text_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-classic,badge_show_sale,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.show_sort_label`
main-collection-classic,badge_show_sold_out,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `sorting_enabled and s.show_sort`
main-collection-classic,badge_soldout_bg,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-classic,badge_soldout_text_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-classic,badge_source,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `layout == 'grid' or layout == 'two_column_sidebar'`
main-collection-classic,btn_bg_hover,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-classic,btn_text_hover,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-classic,card_frame_border_style,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-classic,columns_tablet,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-classic,filters_desktop_mode,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `description_collapse`
main-collection-classic,product_compare_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-classic,products_per_page,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-list,description_truncate,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.source_mode == 'manual'`
main-collection-list,max_items,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.peek`
main-collection-simple,button_size,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-simple,card_border_style,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-simple,columns_tablet,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-simple,image_ratio,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-simple,price_font_size,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-simple,products_per_page,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-simple,show_badges,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-simple,show_price,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `show_badges`
main-collection-simple,show_second_image,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-simple,show_sort,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `show_title and results_title != blank`
main-collection-simple,sort_style,placement,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `show_title and results_title != blank`
main-collection-simple,title_font_size,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-simple,vendor_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-collection-simple,vendor_font_size,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-product-classic,bg_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.pad_y`
main-product-classic,media_bg_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-product-classic,text_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.pad_y`
main-product-classic,variant_label_mode,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-product-classic,variant_swatch_source,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
main-search,--qtm-search-accent,orphan,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),--qtm-search-accent is declared and read by no CSS rule
maps-basic-google-map,zoom,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `lat == blank`
maps-location-contact,map_source,placement,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `lat != blank and lng != blank`
maps-location-contact,zoom,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `lat != blank and lng != blank`
maps-service-area-map-banner,zoom,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.use_custom_colors`
maps-store-locator,enable_map,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
multipurpose-hero-banner,dot_style,placement,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `section.settings.show_arrows and __slides_count > 1`
product-block-section,mobile_behavior,placement,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-bundles,btn_bg_hover,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
product-bundles,btn_text_hover,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
product-bundles,merge_mode,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.allow_item_qty`
product-bundles,note_color,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `s.show_vendor and p.vendor != blank`
product-bundles,note_mt,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `s.show_vendor and p.vendor != blank`
product-bundles,note_size,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `s.show_vendor and p.vendor != blank`
product-bundles,show_item_note,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `s.show_vendor and p.vendor != blank`
product-cross-sell,columns_tablet,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
product-cross-sell,max_products,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
product-faq,media_aspect_ratio,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.split_media_sticky`
product-faq,media_fit,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.split_media_sticky`
product-faq,split_media_sticky,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
product-meta-panels,inner_bg,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,inner_text,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,layout,placement,GATED-MULTI,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),needs more than one condition true at once: `s.title != blank or s.subheading != blank`
product-meta-panels,padding_bottom,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,padding_top,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,section_bg,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,section_text,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tab_bg,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tab_bg_active,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tab_border_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tab_border_color_active,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tab_border_style,placement,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tab_border_width,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tab_text,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tab_text_active,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tabs_bar_bg,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tabs_border_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tabs_border_style,placement,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tabs_border_width,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-meta-panels,tabs_divider,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recently-viewed,btn_bg,dead,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),--q-btn-bg is declared from this setting and read by no rule
product-recently-viewed,btn_bg_hover,dead,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),--q-btn-bg-hover is declared from this setting and read by no rule
product-recently-viewed,btn_border,dead,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),--q-btn-border is declared from this setting and read by no rule
product-recently-viewed,btn_text,dead,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),--q-btn-text is declared from this setting and read by no rule
product-recently-viewed,btn_text_hover,dead,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),--q-btn-text-hover is declared from this setting and read by no rule
product-recently-viewed,columns_desktop,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recently-viewed,columns_tablet,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recently-viewed,header_alignment,placement,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recently-viewed,subheading_color,dead,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),--prv-sub-color is declared from this setting and read by no rule
product-recently-viewed,subheading_size,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recently-viewed,subheading_weight,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recently-viewed,title_color,dead,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),--prv-title-color is declared from this setting and read by no rule
product-recently-viewed,title_size,dead,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),--prv-title-size is declared from this setting and read by no rule
product-recently-viewed,title_weight,dead,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),--prv-title-weight is declared from this setting and read by no rule
product-recommend,btn_bg,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recommend,btn_bg_hover,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recommend,btn_border,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recommend,btn_font_size,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recommend,btn_padding_x,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recommend,btn_padding_y,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recommend,btn_radius,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recommend,btn_text,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recommend,btn_text_hover,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recommend,button_hover_strength,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),only reached under `mode == 'dynamic'`
product-recommend,button_size,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),only reached under `mode == 'dynamic'`
product-recommend,button_style,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),only reached under `mode == 'dynamic'`
product-recommend,enable_quick_add,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),only reached under `mode == 'dynamic'`
product-recommend,intent,placement,DEAD,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-recommend,quick_add_mode,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),only reached under `mode == 'dynamic'`
product-recommend,quick_view_mode,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),only reached under `mode == 'dynamic'`
product-recommend,quick_view_placement,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),only reached under `mode == 'dynamic'`
product-recommend,show_row_quick_view,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),only reached under `mode == 'dynamic'`
product-recommend,show_secondary_row_cta,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),only reached under `mode == 'dynamic'`
product-wishlist,columns_desktop,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders empty state; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-wishlist,columns_tablet,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders empty state; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-wishlist,max_products,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders empty state; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-wishlist,show_price,dead,DEAD-ORPHAN,REQUIRES LIVE VERIFICATION,,section renders empty state; nothing on the page to affect (rig #30),"id appears nowhere in the section, its snippets or its CSS"
product-wishlist,show_remove_buttons,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders empty state; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
product-wishlist,use_variant_id,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders empty state; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
slideshow-banner,--hard,orphan,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),--hard is declared and read by no CSS rule
slideshow-banner,--soft,orphan,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),--soft is declared and read by no CSS rule
slideshow-banner,autoplay_interval,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
slideshow-banner,bg_position,placement,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
slideshow-banner,button_font_weight,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `S.text_shadow`
slideshow-banner,button_padding_horizontal,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `S.text_shadow`
slideshow-banner,default_motion_preset,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `S.autoplay`
slideshow-banner,heading_color_global,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `S.split_panel_blur`
slideshow-banner,heading_size_global,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `S.split_panel_blur`
slideshow-banner,kicker_color_global,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `S.split_panel_blur`
slideshow-banner,overlay_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `S.autoplay`
slideshow-banner,overlay_opacity,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `S.autoplay`
slideshow-banner,split_panel_bg,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
slideshow-banner,split_panel_border_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `S.split_panel_blur`
