Type,Component,File,Family,Dependencies,CSS Asset,JS Asset,Consumers,Schema Valid,Settings Reviewed,Preset Reviewed,Responsive Reviewed,Accessibility Reviewed,Multi-Instance Reviewed,Theme Editor Reviewed,Theme Check Reviewed,Final Disposition,Changes,Live Verification Needed,Notes
sections,3rd-party-region-availability,sections/3rd-party-region-availability.liquid,7 Social / Third Party / Utilities,snippets/q-icon.liquid,,,,YES,SOURCE + 123 actual independent tracking/region setting/data/routing cases PASS,ACTUAL default/empty/configured states PASS,SOURCE bounded containers/inputs/layouts/text and zero-radius guards; browser/RTL pending,"SOURCE/DOM native labels/links/errors, keyboard focus and unavailable states; AT pending","ACTUAL separate roots, encoded URLs, duplicate asset boot, unload/reload PASS",SCOPED load/unload/reload and configuration/empty guidance PASS; real editor pending,"CLI 4.8.0 exits 1; full unsuppressed evidence in batch7-tracking-regions; native parse PASS B7-FINAL full CLI 4.8.0 exits 1: 499 total (5 errors/494 warnings), 0 errors/18 retained warnings in Family 7; unsuppressed.",REQUIRES LIVE VERIFICATION,"Exact case-normalized typed list/legacy comma-list country membership in product and cart; native field values without object leakage; safe unknown/generic states and no empty storefront wrappers; working q-icon dependency replacing dynamic render; all layouts/colors/zero settings, bounded text and informational provider guidance retained.","B7-TRACKING-REGIONS after Batch 9: configured real help/provider destinations and popup/browser navigation; native Markets country and published metaobject fields, product/cart messaging and checkout truthfulness; all settings, icons, theme/custom contrast, responsive/RTL/zoom/no-JS/keyboard/AT and editor lifecycle. Theme does not retrieve status or enforce shipping eligibility.",123 source/Liquid/DOM/URL cases. q-icon is an existing Batch 5 live-queued dependency; its actual Lucide symbol IDs were checked for default status icons. General sprite closure remains Batch 9. Native Shopify/image/URL/navigation fixtures are explicit adapters; not provider/browser certification. B7-FINAL engineering closure 2026-09-22: all 75 family entries reconciled; final evidence validation/batch7-engineering-closure. Existing live queues remain after Batch 9.
sections,3rd-party-rewards-program-cta,sections/3rd-party-rewards-program-cta.liquid,7 Social / Third Party / Utilities,snippets/contrast-text.liquid,,,,YES,SOURCE/ACTUAL 106 independent combined preset/settings/color/zero/native-link/empty cases PASS,"ACTUAL each saved schema preset rendered; new insertion copy neutralized, merchant state preserved","SOURCE bounded containers/cards/grids/buttons/long labels, logical reading direction and mobile alignment; pixels/RTL pending","SOURCE/DOM native labelled links/heading/list structure, safe copy, icon fallback/decorative semantics, focus-visible/reduced motion and custom-accent contrast; AT pending","ACTUAL independent IDs and all inline CSS scoped per instance, including opposing Rewards alignment/mobile-width settings PASS","SOURCE/DOM disabled/empty guidance, native block attributes, no JS/listener lifecycle PASS; actual editor pending","CLI 4.8.0 exits 1: 513 diagnostics (7 errors/506 warnings); one existing naming warning removed; both hosts parse natively. B7-FINAL full CLI 4.8.0 exits 1: 499 total (5 errors/494 warnings), 0 errors/18 retained warnings in Family 7; unsuppressed.",REQUIRES LIVE VERIFICATION,"Isolate all merchant-dependent CSS by stable section ID, avoiding cross-instance and outer-wrapper styling; connect surfaces/max width/fonts/buttons, all custom colors and independent border/shadow controls; preserve zero spacing/radius, collapse absent actions, skip blank benefits, render supported existing sprite icons, bound fields/labels, restore focus/reduced motion, escape native links and add editor empty guidance; neutral new-insertion program terms.","B7-PROGRAM-CTAS after Batch 9: saved presets/settings/copy and real affiliate/rewards service links; actual commission/reward program integration and truthful terms outside this theme; shared theme/dark/custom surfaces and contrast, native sprite loading, 1440/1280/768/390/320px/zoom/long text/RTL/keyboard/AT/no-JS and editor insertion/reordering/blank-block selection.","tests/phase4/program-ctas.cjs; validation/batch7-program-ctas. Both hosts are content/native links only, with no tracking, reward issuance or external service implementation. Explicit Liquid/DOM/color/CSS adapters, not browser/Shopify/provider certification. Existing contrast helper and five literal sprite symbols reused without granting Batch 9 asset/helper closure. B7-FINAL engineering closure 2026-09-22: all 75 family entries reconciled; final evidence validation/batch7-engineering-closure. Existing live queues remain after Batch 9."
sections,3rd-party-scheduling-booking-embed,sections/3rd-party-scheduling-booking-embed.liquid,7 Social / Third Party / Utilities,,,,,YES,SOURCE + ACTUAL independent settings/empty/consumer fixtures PASS,ACTUAL insertion fixtures PASS; live pending,"SOURCE bounded layouts, long text and logical alignment; browser pixels/RTL pending",SOURCE/DOM native labels/links/focus; browser/AT pending,ACTUAL two-instance identities and scoped CSS PASS,SOURCE native block metadata and editor-only guidance; actual insert/reorder/reload pending,"CLI 4.8.0 exits 1: 508 diagnostics (7 errors/501 warnings), unchanged; both changed Liquid parses PASS B7-FINAL full CLI 4.8.0 exits 1: 499 total (5 errors/494 warnings), 0 errors/18 retained warnings in Family 7; unsuppressed.",REQUIRES LIVE VERIFICATION,"Preserve raw provider HTML and native iframe attributes; blank/legacy placeholders omit panel; configured labeled help can stand alone; escaped destination and empty-label guards, actual widths/surfaces/typography, scroll focus and adjustable desktop/mobile iframe minimum heights; neutral defaults and editor guidance.","B7-PROVIDER-EMBEDS after Batch 9: each actual saved snippet/provider setup, iframe title and internal accessibility, transport/confirmation/captcha/resizing, consent/network restrictions and no-JS/help fallback; independent/mixed instances and editor insertion/unload/reload; 1440/1280/768/390/320px/zoom/long text/RTL, minimum heights, horizontal keyboard scroll and actual theme/contrast.",64 actual settings/raw-code/legacy-placeholder/block/link/multiple-instance cases; validation/batch7-provider-embeds. Merchant-owned scripts and HTML are deliberately not sanitized or re-executed by a universal controller. Schema labels embed_type as descriptive metadata. Native iframe height attributes preserved; CSS minima are explicit controls. No provider or Shopify certification. B7-FINAL engineering closure 2026-09-22: all 75 family entries reconciled; final evidence validation/batch7-engineering-closure. Existing live queues remain after Batch 9.
sections,3rd-party-shipping-explainer,sections/3rd-party-shipping-explainer.liquid,7 Social / Third Party / Utilities,,,,,YES,SOURCE/ACTUAL 114 combined independent preset/settings/collection/filter/price/media/timeline/empty cases PASS,"ACTUAL both presets; neutral new-insertion delivery copy/estimates, saved merchant state untouched","SOURCE bounded grid/strip/carousel/cards/long labels, logical positioning and horizontal-to-vertical timeline; pixels/RTL pending","SOURCE/DOM native list/heading/link/media semantics, labelled scroll focus, sequential visible step names and focus outlines; AT pending",ACTUAL unique IDs and all inline CSS selectors scoped to each host PASS,SOURCE/DOM disabled/empty/source/sort guidance and native step block metadata; no JS listeners; actual editor pending,"CLI 4.8.0 exits 1: 508 diagnostics (7 errors/501 warnings), unchanged; both hosts parse natively. B7-FINAL full CLI 4.8.0 exits 1: 499 total (5 errors/494 warnings), 0 errors/18 retained warnings in Family 7; unsuppressed.",REQUIRES LIVE VERIFICATION,"Skip blank steps/headers and number only visible steps; real top divider, labelled keyboard-scroll region, adjacent horizontal/RTL connectors and truly connector-free Stacked mode; bounded native cards/pill, zero values, actual theme header/font/container tokens with explicit card color controls and opaque highlight base; neutral new estimates and editor guidance.","B7-PARTNER-SHIPPING after Batch 9: saved collection/meta settings, actual tag case/handle/native redirects and catalog beyond the preview, collection default Best selling/native sort and presentment-currency/variant links/prices; truthful partner and current delivery copy, all timeline modes/markers/colors/zero/blank steps; 1440/1280/768/390/320px/zoom/long text/RTL/touch/keyboard/AT/no-JS and editor insertion/reordering/selection.","tests/phase4/partner-shipping.cjs; validation/batch7-partner-shipping. Explicit native Liquid/DOM/image/money/color/handleize adapters, not Shopify sorting/currency/AT/pixel certification. The preview is capped at 50 native products; Best selling uses configured collection order, not invented sales data. Both components are static merchandising/content, not fulfillment/shipping integrations. No protected B4 source changed. B7-FINAL engineering closure 2026-09-22: all 75 family entries reconciled; final evidence validation/batch7-engineering-closure. Existing live queues remain after Batch 9."
sections,3rd-party-warehouse-merch,sections/3rd-party-warehouse-merch.liquid,7 Social / Third Party / Utilities,snippets/card-product.liquid;snippets/contrast-text.liquid,card-product.css,,,YES,SOURCE + ACTUAL independent settings/source/field/card fixtures PASS,ACTUAL insertion fixtures PASS; live pending,"SOURCE bounded grid/carousel/hero, long text and logical chip positions; pixels/RTL pending","SOURCE/DOM native links/lists/headings, escaped copy, visible focus and reduced motion; AT pending",ACTUAL two-instance identities and scoped CSS PASS,"SOURCE native mapping metadata, empty/no-context guidance; live insert/reorder/select pending","CLI 4.8.0 exits 1: 508 diagnostics (7 errors/501 warnings), unchanged; all changed Liquid parses natively B7-FINAL full CLI 4.8.0 exits 1: 499 total (5 errors/494 warnings), 0 errors/18 retained warnings in Family 7; unsuppressed.",REQUIRES LIVE VERIFICATION,"Native section mapping blocks restore absent configuration path; coherent metaobject/code/tag identity, collection/handle precedence, strict forced source, current-product exclusion and bounded preview; one mapped-group chip; actual theme/custom card/accent colors, scroll focus, responsive grid, editor selection and neutral defaults.","B7-WAREHOUSE-SUPPLIER after Batch 9: native published metaobject fields/access/webpage capability, collection picks/legacy handles, warehouse mapping precedence and block selection, curated group labels versus actual fulfillment, products/variants/presentment currency, all saved controls and theme/custom contrast, 1440/1280/768/390/320px/zoom/long text/RTL/keyboard/AT/no-JS, editor insertion/reorder/unload/reload.",128 independent actual host/card fixture cases. Evidence: validation/batch7-warehouse-supplier. Native Liquid/field/image/money/color/DOM adapters do not certify Shopify or layout. Warehouse legacy global mapping keys have no schema; new section mapping blocks supply real configuration without touching merchant state. Supplier accepts custom definition types by documented field contract. B7-FINAL engineering closure 2026-09-22: all 75 family entries reconciled; final evidence validation/batch7-engineering-closure. Existing live queues remain after Batch 9.
sections,account-main-account-activate,sections/account-main-account-activate.liquid,7 Social / Third Party / Utilities,snippets/contrast-text.liquid,account-main-account-activate.css,account-main-account-activate.js,templates/customers/activate_account.liquid,YES,SOURCE + 173 native auth settings/edge/runtime cases PASS,ACTUAL settings defaults and control bounds PASS,"SOURCE bounded controls/text, native tokens and reduced motion; browser pending","NATIVE forms/required fields/labels, disposable password toggles, panel focus/errors PASS; AT pending","ACTUAL two instances, duplicate boot and load/unload/reload PASS",Guarded lifecycle and legacy-account boundary guidance; actual editor pending,"Unmodified CLI 4.8.0 exit 1; batch7-account-auth evidence; native parser PASS B7-FINAL full CLI 4.8.0 exits 1: 499 total (5 errors/494 warnings), 0 errors/18 retained warnings in Family 7; unsuppressed.",REQUIRES LIVE VERIFICATION,"Preserved native legacy authentication forms and settings; restored native validation, unique scoped form/error IDs, escaped merchant/customer text, non-cloned recovery, no-JS completeness, scoped disposable password/panel controls, real button/surface contrast and theme tokens. Activation decline bypasses password validation.","B7-ACCOUNT-AUTH after Batch 9: real legacy account activation/decline/login/recovery/reset/registration and server errors/confirmation/session behavior, saved settings and native captcha, responsive/RTL/zoom/theme contrast/no-JS/keyboard/AT and editor reload. Current customer accounts are Shopify-managed outside these theme templates.","173 native-form adapter/Liquid/DOM/CSS cases; fixtures do not certify Shopify services, browser pixels or AT. Native accounts configuration and any migration remain owner/platform responsibilities. B7-FINAL engineering closure 2026-09-22: all 75 family entries reconciled; final evidence validation/batch7-engineering-closure. Existing live queues remain after Batch 9."
sections,account-main-account-addresses,sections/account-main-account-addresses.liquid,7 Social / Third Party / Utilities,snippets/account-main-account-nav.liquid;snippets/contrast-text.liquid,account-main-account-addresses.css,account-main-account-addresses.js,templates/customers/addresses.liquid,YES,Independent actual account settings/defaults/data edge fixtures PASS,"Native defaults, control bounds and guest/empty/configured states PASS","SOURCE native tokens/card contrast, bounded layouts/controls/table scroll, reduced motion; browser pending","SOURCE/DOM native forms/labels/errors, region scroll focus, exact statuses, native links and panel focus PASS; AT pending",Independent address/order/tracking roots; duplicate boot and load/unload/reload PASS,SOURCE/DOM lifecycle and truthful provider/legacy account guidance; real editor pending,"Unmodified CLI 4.8.0 exit 1; batch7-account-pages evidence; native parse PASS B7-FINAL full CLI 4.8.0 exits 1: 499 total (5 errors/494 warnings), 0 errors/18 retained warnings in Family 7; unsuppressed.",REQUIRES LIVE VERIFICATION,"Hardened native account data/form/link contracts, escaped values, explicit navigation labels and destinations. Repaired Liquid content in nav CSS, native-status filtering and disposal, address no-JS/IDs/country-province/default/delete/pagination, scoped tokens/contrast, and configured tracking redirects without fabricated shipment state.","B7-ACCOUNT-PAGES after Batch 9: native account pagination/order totals/status/fulfillment URLs and customer privacy, create/edit/default/delete/country/province errors, merchant provider query contract and real navigation, saved settings, no-JS/responsive/RTL/zoom/contrast/keyboard/AT and editor lifecycle.","Dedicated actual host/native data/DOM/CSS fixtures; native form processing, pagination, browser navigation and provider behavior use explicit adapters and remain queued. No private API, simulated status, account migration or production action. B7-FINAL engineering closure 2026-09-22: all 75 family entries reconciled; final evidence validation/batch7-engineering-closure. Existing live queues remain after Batch 9."
sections,account-main-account-dashboard,sections/account-main-account-dashboard.liquid,7 Social / Third Party / Utilities,snippets/account-main-account-nav.liquid;snippets/contrast-text.liquid,account-main-account-dashboard.css,,templates/customers/account.liquid,YES,Independent actual account settings/defaults/data edge fixtures PASS,"Native defaults, control bounds and guest/empty/configured states PASS","SOURCE native tokens/card contrast, bounded layouts/controls/table scroll, reduced motion; browser pending","SOURCE/DOM native forms/labels/errors, region scroll focus, exact statuses, native links and panel focus PASS; AT pending",Independent address/order/tracking roots; duplicate boot and load/unload/reload PASS,SOURCE/DOM lifecycle and truthful provider/legacy account guidance; real editor pending,"Unmodified CLI 4.8.0 exit 1; batch7-account-pages evidence; native parse PASS B7-FINAL full CLI 4.8.0 exits 1: 499 total (5 errors/494 warnings), 0 errors/18 retained warnings in Family 7; unsuppressed.",REQUIRES LIVE VERIFICATION,"Hardened native account data/form/link contracts, escaped values, explicit navigation labels and destinations. Repaired Liquid content in nav CSS, native-status filtering and disposal, address no-JS/IDs/country-province/default/delete/pagination, scoped tokens/contrast, and configured tracking redirects without fabricated shipment state.","B7-ACCOUNT-PAGES after Batch 9: native account pagination/order totals/status/fulfillment URLs and customer privacy, create/edit/default/delete/country/province errors, merchant provider query contract and real navigation, saved settings, no-JS/responsive/RTL/zoom/contrast/keyboard/AT and editor lifecycle.","Dedicated actual host/native data/DOM/CSS fixtures; native form processing, pagination, browser navigation and provider behavior use explicit adapters and remain queued. No private API, simulated status, account migration or production action. B7-FINAL engineering closure 2026-09-22: all 75 family entries reconciled; final evidence validation/batch7-engineering-closure. Existing live queues remain after Batch 9."
sections,account-main-account-login,sections/account-main-account-login.liquid,7 Social / Third Party / Utilities,snippets/account-main-account-login-recover-form-placeholder.liquid;snippets/contrast-text.liquid,account-main-account.css,account-main-account-login.js,templates/customers/login.liquid,YES,SOURCE + 173 native auth settings/edge/runtime cases PASS,ACTUAL settings defaults and control bounds PASS,"SOURCE bounded controls/text, native tokens and reduced motion; browser pending","NATIVE forms/required fields/labels, disposable password toggles, panel focus/errors PASS; AT pending","ACTUAL two instances, duplicate boot and load/unload/reload PASS",Guarded lifecycle and legacy-account boundary guidance; actual editor pending,"Unmodified CLI 4.8.0 exit 1; batch7-account-auth evidence; native parser PASS B7-FINAL full CLI 4.8.0 exits 1: 499 total (5 errors/494 warnings), 0 errors/18 retained warnings in Family 7; unsuppressed.",REQUIRES LIVE VERIFICATION,"Preserved native legacy authentication forms and settings; restored native validation, unique scoped form/error IDs, escaped merchant/customer text, non-cloned recovery, no-JS completeness, scoped disposable password/panel controls, real button/surface contrast and theme tokens. Activation decline bypasses password validation.","B7-ACCOUNT-AUTH after Batch 9: real legacy account activation/decline/login/recovery/reset/registration and server errors/confirmation/session behavior, saved settings and native captcha, responsive/RTL/zoom/theme contrast/no-JS/keyboard/AT and editor reload. Current customer accounts are Shopify-managed outside these theme templates.","173 native-form adapter/Liquid/DOM/CSS cases; fixtures do not certify Shopify services, browser pixels or AT. Native accounts configuration and any migration remain owner/platform responsibilities. B7-FINAL engineering closure 2026-09-22: all 75 family entries reconciled; final evidence validation/batch7-engineering-closure. Existing live queues remain after Batch 9."
sections,account-main-account-order-tracking,sections/account-main-account-order-tracking.liquid,7 Social / Third Party / Utilities,snippets/account-main-account-nav.liquid;snippets/contrast-text.liquid,account-main-account-order-tracking.css,account-main-order-tracking.js,,YES,Independent actual account settings/defaults/data edge fixtures PASS,"Native defaults, control bounds and guest/empty/configured states PASS","SOURCE native tokens/card contrast, bounded layouts/controls/table scroll, reduced motion; browser pending","SOURCE/DOM native forms/labels/errors, region scroll focus, exact statuses, native links and panel focus PASS; AT pending",Independent address/order/tracking roots; duplicate boot and load/unload/reload PASS,SOURCE/DOM lifecycle and truthful provider/legacy account guidance; real editor pending,"Unmodified CLI 4.8.0 exit 1; batch7-account-pages evidence; native parse PASS B7-FINAL full CLI 4.8.0 exits 1: 499 total (5 errors/494 warnings), 0 errors/18 retained warnings in Family 7; unsuppressed.",REQUIRES LIVE VERIFICATION,"Hardened native account data/form/link contracts, escaped values, explicit navigation labels and destinations. Repaired Liquid content in nav CSS, native-status filtering and disposal, address no-JS/IDs/country-province/default/delete/pagination, scoped tokens/contrast, and configured tracking redirects without fabricated shipment state.","B7-ACCOUNT-PAGES after Batch 9: native account pagination/order totals/status/fulfillment URLs and customer privacy, create/edit/default/delete/country/province errors, merchant provider query contract and real navigation, saved settings, no-JS/responsive/RTL/zoom/contrast/keyboard/AT and editor lifecycle.","Dedicated actual host/native data/DOM/CSS fixtures; native form processing, pagination, browser navigation and provider behavior use explicit adapters and remain queued. No private API, simulated status, account migration or production action. B7-FINAL engineering closure 2026-09-22: all 75 family entries reconciled; final evidence validation/batch7-engineering-closure. Existing live queues remain after Batch 9."
sections,account-main-account-order,sections/account-main-account-order.liquid,7 Social / Third Party / Utilities,snippets/account-main-account-nav.liquid;snippets/contrast-text.liquid,account-main-account-order.css,,templates/customers/order.liquid,YES,Independent actual account settings/defaults/data edge fixtures PASS,"Native defaults, control bounds and guest/empty/configured states PASS","SOURCE native tokens/card contrast, bounded layouts/controls/table scroll, reduced motion; browser pending","SOURCE/DOM native forms/labels/errors, region scroll focus, exact statuses, native links and panel focus PASS; AT pending",Independent address/order/tracking roots; duplicate boot and load/unload/reload PASS,SOURCE/DOM lifecycle and truthful provider/legacy account guidance; real editor pending,"Unmodified CLI 4.8.0 exit 1; batch7-account-pages evidence; native parse PASS B7-FINAL full CLI 4.8.0 exits 1: 499 total (5 errors/494 warnings), 0 errors/18 retained warnings in Family 7; unsuppressed.",REQUIRES LIVE VERIFICATION,"Hardened native account data/form/link contracts, escaped values, explicit navigation labels and destinations. Repaired Liquid content in nav CSS, native-status filtering and disposal, address no-JS/IDs/country-province/default/delete/pagination, scoped tokens/contrast, and configured tracking redirects without fabricated shipment state.","B7-ACCOUNT-PAGES after Batch 9: native account pagination/order totals/status/fulfillment URLs and customer privacy, create/edit/default/delete/country/province errors, merchant provider query contract and real navigation, saved settings, no-JS/responsive/RTL/zoom/contrast/keyboard/AT and editor lifecycle.","Dedicated actual host/native data/DOM/CSS fixtures; native form processing, pagination, browser navigation and provider behavior use explicit adapters and remain queued. No private API, simulated status, account migration or production action. B7-FINAL engineering closure 2026-09-22: all 75 family entries reconciled; final evidence validation/batch7-engineering-closure. Existing live queues remain after Batch 9."
